headline,url,date
Taliban ready to strike a deal on Bin Laden,https://www.theguardian.com/world/2001/feb/22/rorymccarthy.julianborger,2001-02-22
TV review,https://www.theguardian.com/media/2001/feb/27/tvandradio.television1,2001-02-27
Arrests rack up tension ahead of execution,https://www.theguardian.com/world/2001/feb/27/worlddispatch.rorymccarthy,2001-02-27
Taliban order all statues destroyed,https://www.theguardian.com/world/2001/feb/27/afghanistan.rorymccarthy,2001-02-27
Doubts are cast over refugee numbers,https://www.theguardian.com/society/2001/feb/28/1,2001-02-28
In brief,https://www.theguardian.com/world/2001/mar/01/1,2001-03-01
Taliban army attacks Buddhist relics,https://www.theguardian.com/world/2001/mar/02/afghanistan.lukeharding,2001-03-02
How the Buddha got his wounds,https://www.theguardian.com/books/2001/mar/03/books.guardianreview2,2001-03-03
The last word on   Conflict,https://www.theguardian.com/books/2001/mar/03/books.guardianreview6,2001-03-03
"Taliban blow apart 2,000 years of Buddhist history",https://www.theguardian.com/world/2001/mar/03/afghanistan.lukeharding,2001-03-03
Comment: revenge is among the motives for Afghan vandalism,https://www.theguardian.com/world/2001/mar/04/1,2001-03-04
Idols are reduced to rubble,https://www.theguardian.com/world/2001/mar/04/afghanistan.jasonburke,2001-03-04
Fate of ancient statues in balance as talks with Taliban continue,https://www.theguardian.com/world/2001/mar/05/rorymccarthy,2001-03-05
Letters: Statue abuse,https://www.theguardian.com/theguardian/2001/mar/05/guardianletters2,2001-03-05
TV: No news is bad news. David Hencke on small-screen investigative journalism.,https://www.theguardian.com/media/2001/mar/05/broadcasting.tvandradio,2001-03-05
Hugo Young: Hague's 'foreign land',https://www.theguardian.com/politics/2001/mar/06/conservatives.uk,2001-03-06
Corrections and clarifications,https://www.theguardian.com/theguardian/2001/mar/07/correctionsandclarifications,2001-03-07
Isabel Hilton: blaming the Taliban,https://www.theguardian.com/world/2001/mar/07/afghanistan.comment,2001-03-07
Destiny's children,https://www.theguardian.com/theguardian/2001/mar/10/weekend7.weekend2,2001-03-10
Looted Afghan art smuggled to London,https://www.theguardian.com/uk/2001/mar/11/london,2001-03-11
Letter: Oliver's legacy,https://www.theguardian.com/news/2001/mar/11/letters.theobserver6,2001-03-11
Afghan Buddhas lost for ever,https://www.theguardian.com/world/2001/mar/12/ewenmacaskill,2001-03-12
Pakistan keeps Annan from 'world's worst' camp,https://www.theguardian.com/world/2001/mar/13/unitednations,2001-03-13
CNN obtain photo of Taliban destroying statues,https://www.theguardian.com/media/2001/mar/13/broadcasting.internationalnews,2001-03-13
International news in brief,https://www.theguardian.com/world/2001/mar/15/1,2001-03-15
"Wrapped in plastic, the rejected wait to die",https://www.theguardian.com/world/2001/mar/16/pakistan.rorymccarthy,2001-03-16
Alexander Chancellor on 'realistic battle footage,https://www.theguardian.com/lifeandstyle/2001/mar/17/weekend.alexanderchancellor,2001-03-17
Review: Reading Pictures by Alberto Manguel,https://www.theguardian.com/books/2001/mar/17/arts.highereducation1,2001-03-17
Outrage over plan to make Oxford library a 'theme park',https://www.theguardian.com/uk/2001/mar/18/highereducation.immigrationpolicy,2001-03-18
"Nato calls for 1,000 troops to aid Skopje",https://www.theguardian.com/world/2001/mar/20/balkans1,2001-03-20
Leader:Overdue for dismissal,https://www.theguardian.com/world/2001/mar/21/pakistan.guardianleaders,2001-03-21
"Mir today, gone tomorrow",https://www.theguardian.com/science/2001/mar/22/spaceexploration.russia,2001-03-22
International news in brief,https://www.theguardian.com/world/2001/mar/23/1,2001-03-23
Kabul collection - Taliban unlock museum to show destroyed statues,https://www.theguardian.com/world/2001/mar/23/lukeharding,2001-03-23
Villains of the Peace,https://www.theguardian.com/film/2001/mar/24/features,2001-03-24
Letters: Muslim bias,https://www.theguardian.com/theguardian/2001/mar/24/guardianletters5,2001-03-24
The last word on.. Meat,https://www.theguardian.com/books/2001/mar/24/books.guardianreview6,2001-03-24
Snap judgement,https://www.theguardian.com/travel/2001/mar/25/1,2001-03-25
Letters: politics,https://www.theguardian.com/theguardian/2001/mar/26/guardianletters3,2001-03-26
Stephen Moss suggests sanctions against America,https://www.theguardian.com/environment/2001/mar/30/g2.usnews,2001-03-30
Leader: Mr Bush has put US credibility on the line,https://www.theguardian.com/environment/2001/mar/30/guardianleaders.usnews,2001-03-30
"Simon Hatterstone on Injustice, a film about racism in the police",https://www.theguardian.com/film/2001/mar/30/features,2001-03-30
"Review: Audio: Things Can Only Get Better, written and read by John O'Farrell",https://www.theguardian.com/books/2001/mar/31/election2001,2001-03-30
Ron Manager,https://www.theguardian.com/football/2001/mar/31/sport.comment1,2001-03-30
Letters: Serb plight,https://www.theguardian.com/theguardian/2001/mar/31/guardianletters1,2001-03-30
Taliban will not sacrifice Bin Laden,https://www.theguardian.com/world/2001/mar/31/alqaida.afghanistan,2001-03-31
Madeleine Bunting on the sheep cull,https://www.theguardian.com/uk/2001/mar/31/footandmouth.comment,2001-03-31
World's opium source destroyed,https://www.theguardian.com/world/2001/apr/01/internationalcrime.drugstrade,2001-04-01
Spring means war in Afghanistan,https://www.theguardian.com/world/2001/apr/02/worlddispatch.lukeharding,2001-04-02
India's treatment of foot and mouth,https://www.theguardian.com/society/2001/apr/04/guardiansocietysupplement6,2001-04-04
Lion of Panjsher drums up Europe's help in struggle against Taliban,https://www.theguardian.com/world/2001/apr/05/rorymccarthy.jonhenley,2001-04-05
Comment: Whimpering nation,https://www.theguardian.com/politics/2001/apr/06/britishidentity.politicalcolumnists,2001-04-06
Religion and violence on Pakistan's streets,https://www.theguardian.com/world/2001/apr/06/worlddispatch.rorymccarthy,2001-04-06
Salman Rushdie on denial,https://www.theguardian.com/theguardian/2001/apr/09/features11.g22,2001-04-09
Charity turns its focus to 'less photogenic' causes,https://www.theguardian.com/society/2001/apr/12/charities.fundraising,2001-04-12
"The troubled shooting of Dust, the new 'eastern western'",https://www.theguardian.com/film/2001/apr/13/culture.features1,2001-04-13
Inside story: the demise of tank warfare,https://www.theguardian.com/theguardian/2001/apr/16/features11.g21,2001-04-16
High-ranking Taliban official dies of cancer,https://www.theguardian.com/world/2001/apr/16/2,2001-04-16
Stansted hijack jury dismissed,https://www.theguardian.com/uk/2001/apr/18/4,2001-04-18
Letter: Jemima Khan writes,https://www.theguardian.com/theguardian/2001/apr/24/guardianletters4,2001-04-24
Taliban set to reignite civil war,https://www.theguardian.com/world/2001/apr/29/burhanwazir.theobserver,2001-04-29
Global watchdog launched to combat the number of attacks on teachers and students,https://www.theguardian.com/education/2001/may/01/highereducation.students,2001-05-01
Forum rallies to journalists in danger,https://www.theguardian.com/media/2001/may/03/pressandpublishing,2001-05-03
Flashpoints,https://www.theguardian.com/media/2001/may/03/3,2001-05-03
Waiting to exhale,https://www.theguardian.com/film/2001/may/05/features.weekend,2001-05-05
We'll get to Britain whatever it takes,https://www.theguardian.com/politics/2001/may/06/uk.immigration,2001-05-06
Afghans face catastrophe,https://www.theguardian.com/world/2001/may/06/famine.afghanistan,2001-05-06
This liberal deception,https://www.theguardian.com/politics/2001/may/06/conservatives.religion,2001-05-06
US targets 'rogue nation' Iran,https://www.theguardian.com/world/2001/may/10/iran,2001-05-10
Cannes: Festival diary,https://www.theguardian.com/uk/2001/may/12/cannesfilmfestival.filmfestivals1,2001-05-12
Hardbacks: 13 May,https://www.theguardian.com/books/2001/may/13/1,2001-05-13
The festival's must-see movies so far,https://www.theguardian.com/culture/2001/may/14/artsfeatures.cannes20011,2001-05-14
Comment: US causing realignment in S Asia,https://www.theguardian.com/world/2001/may/16/china.usa1,2001-05-16
The role of aid organisations on the emergencies frontline,https://www.theguardian.com/society/2001/may/16/voluntarysector.famine,2001-05-16
Afghans face humanitarian tragedy,https://www.theguardian.com/world/2001/may/17/famine.burhanwazir,2001-05-17
Afghan applause just isn't cricket,https://www.theguardian.com/world/2001/may/18/worlddispatch.rorymccarthy,2001-05-18
The big issue: asylum,https://www.theguardian.com/politics/2001/may/20/uk.election20014,2001-05-19
Cannes ordinaire,https://www.theguardian.com/film/2001/may/20/cannes2001.cannesfilmfestival,2001-05-20
The refugee trail: Afghanistan to Dover,https://www.theguardian.com/world/2001/may/21/refugee-trail-afghanistan-dover-uk,2001-05-20
Kabul in the swim for first time in 10 years,https://www.theguardian.com/world/2001/may/21/lukeharding,2001-05-20
The human reality of asylum,https://www.theguardian.com/politics/2001/may/21/election2001.immigration,2001-05-21
Asylum special: Does displacement work?,https://www.theguardian.com/uk/2001/may/22/immigration.immigrationandpublicservices,2001-05-22
Gulniaz Khan on life as a refugee,https://www.theguardian.com/uk/2001/may/23/immigration.immigrationandpublicservices6,2001-05-23
Taliban forces label on Hindus,https://www.theguardian.com/world/2001/may/23/2,2001-05-23
Germany's approach to asylum,https://www.theguardian.com/uk/2001/may/23/immigration.immigrationandpublicservices7,2001-05-23
Taliban defends badges plan,https://www.theguardian.com/world/2001/may/24/lukeharding,2001-05-24
Leader: War and peace,https://www.theguardian.com/world/2001/may/28/india.kashmir,2001-05-28
Embassy bombers face execution after US court passes guilty verdicts,https://www.theguardian.com/world/2001/may/30/usa.alqaida,2001-05-30
Osama bin Laden,https://www.theguardian.com/news/2001/may/30/netnotes.neilperry,2001-05-30
Bush faces a rough ride in Europe,https://www.theguardian.com/world/2001/may/31/worlddispatch.simontisdall,2001-05-31
Bin Laden bombers: execution decision,https://www.theguardian.com/world/2001/may/31/september11.usa,2001-05-31
Soon no bread for Kabul's poor?,https://www.theguardian.com/world/2001/jun/01/worlddispatch.rorymccarthy,2001-06-01
Beijing protest fears,https://www.theguardian.com/world/2001/jun/05/china,2001-06-05
Leader: Moderates v mullahs,https://www.theguardian.com/politics/2001/jun/07/election2001.iran,2001-06-07
Visiting Pakistani minister cracks diplomatic ice,https://www.theguardian.com/world/2001/jun/15/worlddispatch.simontisdall,2001-06-15
UN failure to back Taliban could boost heroin trade,https://www.theguardian.com/world/2001/jun/17/drugstrade,2001-06-17
World in brief,https://www.theguardian.com/world/2001/jun/17/theobserver,2001-06-17
The end of our affair with email,https://www.theguardian.com/technology/2001/jun/20/internetnews.g2,2001-06-20
Health: Asylum seekers and the NHS,https://www.theguardian.com/society/2001/jun/24/health.life,2001-06-24
Leaders: Musharraf's coup,https://www.theguardian.com/world/2001/jun/25/pakistan.guardianleaders,2001-06-25
Land of my father,https://www.theguardian.com/world/2001/jun/26/gender.uk,2001-06-26
Letters: Veiled evil,https://www.theguardian.com/theguardian/2001/jun/29/guardianletters1,2001-06-29
Warren Beatty playing an adulterer? Nothing new there,https://www.theguardian.com/theobserver/2001/jul/01/features.review37,2001-07-01
Inside Afghanistan's secret schools,https://www.theguardian.com/world/2001/jul/02/worlddispatch.schools,2001-07-02
Observer architecture: A thoroughly modernising mayor,https://www.theguardian.com/education/2001/jul/08/arts.highereducation,2001-07-08
The international dealers in death,https://www.theguardian.com/world/2001/jul/09/armstrade.iantraynor,2001-07-09
International news: In brief,https://www.theguardian.com/world/2001/jul/12/4,2001-07-12
In brief,https://www.theguardian.com/world/2001/jul/14/1,2001-07-14
International news in brief,https://www.theguardian.com/world/2001/jul/20/1,2001-07-20
Taliban to open camps amid refugee exodus,https://www.theguardian.com/world/2001/jul/27/worlddispatch.rorymccarthy,2001-07-27
UN drug agency fiasco exposed,https://www.theguardian.com/world/2001/jul/29/theobserver1,2001-07-28
Muslim militants kill Pakistan official,https://www.theguardian.com/world/2001/jul/31/rorymccarthy,2001-07-31
"The A, B, C of modern life from Generation X",https://www.theguardian.com/world/2001/aug/04/religion.uk,2001-08-03
Link: The suicide bomber who changed his mind,https://www.theguardian.com/theobserver/2001/aug/05/life1.lifemagazine8,2001-08-05
In brief,https://www.theguardian.com/world/2001/aug/06/1,2001-08-06
Fighting for the mighty monuments,https://www.theguardian.com/world/2001/aug/06/humanities.green,2001-08-06
International news in brief,https://www.theguardian.com/world/2001/aug/07/1,2001-08-07
Killings raise aid worker fears,https://www.theguardian.com/society/2001/aug/09/voluntarysector,2001-08-09
Your lunchtime update,https://www.theguardian.com/society/2001/aug/09/societybriefing,2001-08-09
Aid workers in danger after Taliban killings,https://www.theguardian.com/world/2001/aug/09/afghanistan.lukeharding,2001-08-09
Taliban dismisses international opinion,https://www.theguardian.com/world/2001/aug/10/worlddispatch.rorymccarthy,2001-08-10
Afghans find new misery in Pakistan,https://www.theguardian.com/world/2001/aug/11/rorymccarthy,2001-08-10
The land without a face,https://www.theguardian.com/film/2001/aug/11/edinburghfestival2001.edinburghfestival,2001-08-11
Plight of the lone child refugees,https://www.theguardian.com/uk/2001/aug/12/immigration.immigrationandpublicservices,2001-08-12
Plight of the lone child refugees,https://www.theguardian.com/society/2001/aug/12/asylum,2001-08-12
Aid staff face jail term,https://www.theguardian.com/world/2001/aug/13/lukeharding,2001-08-13
Sharia court to try aid workers,https://www.theguardian.com/world/2001/aug/14/islam,2001-08-14
Sharia court to try aid workers,https://www.theguardian.com/society/2001/aug/14/voluntarysector1,2001-08-14
Edinburgh festival pick of the day,https://www.theguardian.com/culture/2001/aug/15/edinburghfestival2001.edinburghfestival,2001-08-15
Envoys cannot meet Afghanistan aid workers,https://www.theguardian.com/world/2001/aug/15/lukeharding,2001-08-15
In brief,https://www.theguardian.com/world/2001/aug/17/3,2001-08-17
Some people will believe anything,https://www.theguardian.com/lifeandstyle/2001/aug/18/weekend.julieburchill,2001-08-18
In brief: Angelina Jolie to return as Lara Croft,https://www.theguardian.com/film/2001/aug/20/news.angelinajolie,2001-08-20
US leads race to arm developing world,https://www.theguardian.com/world/2001/aug/21/usa.richardnortontaylor,2001-08-21
